Datum,Dag,Plaats,Container,Klantnaam,Aantal Containers
2024-03-13,Wednesday,Loobrink,3m3,Bedrijf_2,1
2024-03-13,Wednesday,Sengelsbroek,10m3,Bedrijf_1,1
2024-03-13,Wednesday,Veenendaal,3m3,Bedrijf_1,1
2024-03-13,Wednesday,Californië,10m3,Bedrijf_1,1
2024-03-13,Wednesday,Olburgen,6m3,Bedrijf_2,1
2024-03-13,Wednesday,Laren,6m3,Bedrijf_2,1
2024-03-13,Wednesday,Voulwames,6m3,webshop,1
2024-03-13,Wednesday,Laag-Soeren,10m3,webshop,1
2024-03-13,Wednesday,Indoornik,3m3,Bedrijf_2,1
2024-03-13,Wednesday,Utrecht,6m3,webshop,1
2024-03-13,Wednesday,Wijnbergen,6m3,Bedrijf_2,1
2024-03-13,Wednesday,Renkum,10m3,Bedrijf_2,1
2024-03-13,Wednesday,Ede,10m3,Bedrijf_1,1
2024-03-13,Wednesday,Veenendaal,10m3,Bedrijf_1,1
2024-03-13,Wednesday,Utrecht,6m3,webshop,1
2024-03-13,Wednesday,Balleman,6m3,Bedrijf_1,1
2024-03-13,Wednesday,De Bosjes,10m3,Bedrijf_2,1
2024-03-13,Wednesday,Schipluiden,6m3,Bedrijf_1,1
2024-03-13,Wednesday,Ede,3m3,Bedrijf_1,1
2024-03-13,Wednesday,Ede,3m3,Bedrijf_2,1
2024-03-13,Wednesday,Kolthoorn,3m3,Bedrijf_1,1
2024-03-13,Wednesday,Veenendaal,10m3,Bedrijf_2,1
2024-03-13,Wednesday,Luchtenburg,10m3,Bedrijf_1,1
2024-03-13,Wednesday,Veenendaal,3m3,Bedrijf_2,1
2024-03-13,Wednesday,Bocholtzerheide,10m3,webshop,1
2024-03-13,Wednesday,Ede,3m3,webshop,1
2024-03-13,Wednesday,Utrecht,10m3,Bedrijf_1,1
2024-03-13,Wednesday,Renkum,6m3,Bedrijf_2,1
2024-03-13,Wednesday,Utrecht,10m3,Bedrijf_1,1
2024-03-13,Wednesday,Haarzuilens,10m3,Bedrijf_2,1
2024-03-13,Wednesday,Nederasselt,6m3,Bedrijf_2,1
2024-03-13,Wednesday,Zandkant,3m3,webshop,1
2024-03-13,Wednesday,Boerakker,6m3,Bedrijf_1,1
2024-03-13,Wednesday,Ugchelen,3m3,Bedrijf_1,1
2024-03-13,Wednesday,Renkum,10m3,webshop,1
2024-03-13,Wednesday,Renkum,6m3,Bedrijf_1,1
2024-03-13,Wednesday,Zegveld,3m3,Bedrijf_1,1
2024-03-13,Wednesday,Putten,6m3,Bedrijf_1,1
2024-03-13,Wednesday,Utrecht,6m3,Bedrijf_2,1
2024-03-13,Wednesday,Hogeveen,3m3,webshop,1
2024-03-13,Wednesday,Ede,6m3,Bedrijf_1,1
2024-03-13,Wednesday,Noorderhoogebrug,6m3,Bedrijf_1,1
2024-03-13,Wednesday,Meerten,6m3,Bedrijf_2,1
2024-03-13,Wednesday,Utrecht,6m3,Bedrijf_1,1
2024-03-13,Wednesday,Veenendaal,10m3,webshop,1
2024-03-13,Wednesday,Hien,10m3,Bedrijf_1,1
2024-03-13,Wednesday,Ede,10m3,Bedrijf_1,1
2024-03-13,Wednesday,Ede,6m3,Bedrijf_1,1
2024-03-13,Wednesday,Ossenwaard,6m3,Bedrijf_2,1
2024-03-13,Wednesday,Utrecht,3m3,Bedrijf_1,1
2024-03-13,Wednesday,Veenendaal,3m3,webshop,1
2024-03-13,Wednesday,Veenendaal,10m3,Bedrijf_1,1
2024-03-13,Wednesday,Renkum,3m3,Bedrijf_2,1
2024-03-13,Wednesday,Ede,3m3,Bedrijf_1,1
2024-03-13,Wednesday,Utrecht,10m3,Bedrijf_1,1
2024-03-13,Wednesday,Hoekdries,10m3,Bedrijf_2,1
2024-03-13,Wednesday,Sinderen,6m3,webshop,1
2024-03-13,Wednesday,De Groeve,3m3,Bedrijf_2,1
2024-03-13,Wednesday,Ede,3m3,Bedrijf_2,1
2024-03-13,Wednesday,Ede,10m3,Bedrijf_2,1
2024-03-14,Thursday,Bruggen,6m3,webshop,1
2024-03-14,Thursday,Nieuwe-Wetering,6m3,Bedrijf_2,1
2024-03-14,Thursday,Ede,6m3,Bedrijf_1,1
2024-03-14,Thursday,Utrecht,3m3,webshop,1
2024-03-14,Thursday,Klein-Oekel,6m3,Bedrijf_1,1
2024-03-14,Thursday,Nessersluis,6m3,webshop,1
2024-03-14,Thursday,Veenendaal,3m3,Bedrijf_1,1
2024-03-14,Thursday,Ede,10m3,Bedrijf_2,1
2024-03-14,Thursday,Bingerden,6m3,Bedrijf_2,1
2024-03-14,Thursday,Veenendaal,3m3,Bedrijf_1,1
2024-03-14,Thursday,Groot-Valkenisse,3m3,Bedrijf_1,1
2024-03-14,Thursday,Utrecht,6m3,Bedrijf_2,1
2024-03-14,Thursday,Achthoven-West,10m3,Bedrijf_1,1
2024-03-14,Thursday,Dommelen,6m3,Bedrijf_1,1
2024-03-14,Thursday,Renkum,3m3,Bedrijf_2,1
2024-03-14,Thursday,Ede,10m3,webshop,1
2024-03-14,Thursday,Ede,3m3,webshop,1
2024-03-14,Thursday,Ede,3m3,Bedrijf_2,1
2024-03-14,Thursday,Veenendaal,10m3,Bedrijf_2,1
2024-03-14,Thursday,Utrecht,3m3,Bedrijf_1,1
2024-03-14,Thursday,Utrecht,6m3,webshop,1
2024-03-14,Thursday,Utrecht,6m3,Bedrijf_2,1
2024-03-14,Thursday,Oud Verlaat,10m3,Bedrijf_2,1
2024-03-14,Thursday,Utrecht,3m3,Bedrijf_2,1
2024-03-14,Thursday,Oppenhuizen / Toppenhuzen,3m3,Bedrijf_2,1
2024-03-14,Thursday,De Woude,6m3,Bedrijf_1,1
2024-03-14,Thursday,Veenendaal,6m3,Bedrijf_1,1
2024-03-14,Thursday,Renkum,6m3,Bedrijf_2,1
2024-03-14,Thursday,Barlo,10m3,Bedrijf_1,1
2024-03-14,Thursday,Utrecht,6m3,Bedrijf_1,1
2024-03-14,Thursday,Nieuwe-Vaart,3m3,Bedrijf_1,1
2024-03-14,Thursday,Hoeve,10m3,Bedrijf_1,1
2024-03-14,Thursday,Lakei,10m3,webshop,1
2024-03-14,Thursday,De Hoef,3m3,Bedrijf_2,1
2024-03-14,Thursday,Renkum,6m3,Bedrijf_1,1
2024-03-14,Thursday,t Goy,10m3,webshop,1
2024-03-14,Thursday,Wageningen,3m3,Bedrijf_2,1
2024-03-14,Thursday,Huinerbroek,10m3,Bedrijf_1,1
2024-03-14,Thursday,Kerkwijk,3m3,webshop,1
2024-03-14,Thursday,Renkum,10m3,webshop,1
2024-03-14,Thursday,Renkum,10m3,Bedrijf_1,1
2024-03-14,Thursday,Renkum,3m3,Bedrijf_2,1
2024-03-14,Thursday,Maarssen,6m3,Bedrijf_2,1
2024-03-14,Thursday,Lage Vuursche,10m3,Bedrijf_1,1
2024-03-14,Thursday,Elsloo,6m3,webshop,1
2024-03-14,Thursday,Kootwijk,6m3,Bedrijf_1,1
2024-03-14,Thursday,Veenendaal,6m3,Bedrijf_1,1
2024-03-14,Thursday,Gijsselte,10m3,webshop,1
2024-03-14,Thursday,Toom,3m3,webshop,1
2024-03-14,Thursday,Renkum,10m3,Bedrijf_2,1
2024-03-14,Thursday,Veenendaal,10m3,webshop,1
2024-03-14,Thursday,Geldermalsen,3m3,webshop,1
2024-03-14,Thursday,Hoge Hexel,6m3,Bedrijf_1,1
2024-03-14,Thursday,Veenendaal,10m3,Bedrijf_2,1
2024-03-14,Thursday,Utrecht,3m3,Bedrijf_2,1
2024-03-14,Thursday,Sambeek,10m3,Bedrijf_1,1
2024-03-14,Thursday,Den Oord,10m3,Bedrijf_1,1
2024-03-14,Thursday,Veenendaal,6m3,Bedrijf_1,1
2024-03-14,Thursday,Dijkhuizen,10m3,Bedrijf_1,1
2024-03-14,Thursday,Appen,6m3,Bedrijf_1,1
2024-03-14,Thursday,Utrecht,6m3,Bedrijf_1,1
2024-03-14,Thursday,Ruigeweide,3m3,Bedrijf_1,1
2024-03-14,Thursday,Renkum,10m3,webshop,1
2024-03-14,Thursday,Veenendaal,3m3,Bedrijf_1,1
2024-03-14,Thursday,Utrecht,6m3,Bedrijf_2,1
2024-03-14,Thursday,Veenendaal,10m3,Bedrijf_2,1
2024-03-14,Thursday,Renkum,6m3,Bedrijf_1,1
2024-03-14,Thursday,Lopikerkapel,3m3,webshop,1
2024-03-14,Thursday,Veenendaal,6m3,Bedrijf_2,1
2024-03-14,Thursday,Renkum,6m3,Bedrijf_2,1
2024-03-15,Friday,Renkum,10m3,Bedrijf_2,1
2024-03-15,Friday,Renkum,3m3,Bedrijf_2,1
2024-03-15,Friday,Utrecht,10m3,Bedrijf_2,1
2024-03-15,Friday,Slijkwell,3m3,Bedrijf_2,1
2024-03-15,Friday,Harmelerwaard,3m3,Bedrijf_1,1
2024-03-15,Friday,Ede,10m3,Bedrijf_2,1
2024-03-15,Friday,Nederbiel,6m3,webshop,1
2024-03-15,Friday,Achterdrempt,6m3,Bedrijf_1,1
2024-03-15,Friday,Renkum,6m3,Bedrijf_1,1
2024-03-15,Friday,Strijp,10m3,Bedrijf_2,1
2024-03-15,Friday,Dreumel,10m3,Bedrijf_2,1
2024-03-15,Friday,Renkum,3m3,webshop,1
2024-03-15,Friday,Achthoven,6m3,Bedrijf_2,1
2024-03-15,Friday,Aam,6m3,Bedrijf_1,1
2024-03-15,Friday,Ede,3m3,Bedrijf_1,1
2024-03-15,Friday,Holkerveen,6m3,webshop,1
2024-03-15,Friday,Utrecht,10m3,Bedrijf_1,1
2024-03-15,Friday,Veenendaal,6m3,Bedrijf_1,1
2024-03-15,Friday,Ede,10m3,Bedrijf_1,1
2024-03-15,Friday,Utrecht,6m3,Bedrijf_1,1
2024-03-15,Friday,Friesland,10m3,Bedrijf_2,1
2024-03-15,Friday,Zandheuvel,10m3,Bedrijf_2,1
2024-03-15,Friday,Ede,3m3,Bedrijf_1,1
2024-03-15,Friday,Veenendaal,6m3,Bedrijf_2,1
2024-03-15,Friday,Utrecht,6m3,Bedrijf_1,1
2024-03-15,Friday,Elst,10m3,Bedrijf_1,1
2024-03-15,Friday,Veenendaal,10m3,Bedrijf_1,1
2024-03-15,Friday,Utrecht,10m3,webshop,1
2024-03-15,Friday,Veenendaal,6m3,Bedrijf_1,1
2024-03-15,Friday,Hoeve,3m3,Bedrijf_2,1
2024-03-15,Friday,Ede,6m3,webshop,1
2024-03-15,Friday,Huissen,10m3,Bedrijf_2,1
2024-03-15,Friday,Hoorn,10m3,Bedrijf_2,1
2024-03-15,Friday,De Klomp,6m3,Bedrijf_2,1
2024-03-15,Friday,Wilnis,3m3,Bedrijf_1,1
2024-03-15,Friday,Kruishaar,10m3,Bedrijf_1,1
2024-03-15,Friday,De Schutterij,3m3,Bedrijf_1,1
2024-03-15,Friday,Veenendaal,3m3,Bedrijf_1,1
2024-03-15,Friday,Vaars(ch)e Hoef (?),3m3,Bedrijf_1,1
2024-03-15,Friday,Voskuil,3m3,webshop,1
2024-03-15,Friday,Utrecht,6m3,Bedrijf_2,1
2024-03-15,Friday,Utrecht,10m3,Bedrijf_1,1
2024-03-15,Friday,Veenendaal,10m3,webshop,1
2024-03-15,Friday,Veenendaal,3m3,Bedrijf_2,1
2024-03-15,Friday,Doornik,3m3,webshop,1
2024-03-15,Friday,Ede,6m3,Bedrijf_2,1
2024-03-15,Friday,Baakhoven,6m3,webshop,1
2024-03-15,Friday,Utrecht,10m3,Bedrijf_2,1
2024-03-15,Friday,Otterlo,10m3,Bedrijf_1,1
2024-03-15,Friday,Veenendaal,10m3,webshop,1
2024-03-15,Friday,Veenendaal,10m3,webshop,1
2024-03-15,Friday,Middelkoop,3m3,Bedrijf_1,1
2024-03-15,Friday,Drempt,3m3,Bedrijf_2,1
2024-03-15,Friday,Kievitswaard,10m3,Bedrijf_1,1
2024-03-15,Friday,Veenendaal,3m3,Bedrijf_2,1
2024-03-15,Friday,Renkum,3m3,webshop,1
2024-03-15,Friday,Wekerom,6m3,Bedrijf_1,1
2024-03-15,Friday,Veenendaal,10m3,Bedrijf_2,1
2024-03-15,Friday,Doornspijk,6m3,Bedrijf_1,1
2024-03-15,Friday,Veenendaal,10m3,webshop,1
2024-03-15,Friday,Utrecht,6m3,Bedrijf_2,1
2024-03-15,Friday,Veenendaal,3m3,Bedrijf_2,1
2024-03-15,Friday,Ede,3m3,Bedrijf_1,1
2024-03-15,Friday,Heiveld,10m3,Bedrijf_2,1
2024-03-15,Friday,Ede,6m3,Bedrijf_2,1
2024-03-15,Friday,Den Burg,6m3,Bedrijf_1,1
2024-03-15,Friday,Greffeling,6m3,Bedrijf_1,1
2024-03-15,Friday,Utrecht,3m3,Bedrijf_1,1
2024-03-15,Friday,Ede,6m3,Bedrijf_1,1
2024-03-15,Friday,Baal,3m3,Bedrijf_1,1
2024-03-15,Friday,Steggerda,3m3,webshop,1
2024-03-15,Friday,Nekkeveld,6m3,Bedrijf_2,1
2024-03-15,Friday,Ede,6m3,Bedrijf_1,1
2024-03-16,Saturday,Noordbeemster,3m3,Bedrijf_2,1
2024-03-16,Saturday,Renkum,6m3,Bedrijf_1,1
2024-03-16,Saturday,Utrecht,10m3,Bedrijf_1,1
2024-03-16,Saturday,Gietelo,10m3,Bedrijf_2,1
2024-03-16,Saturday,Renkum,3m3,webshop,1
2024-03-16,Saturday,Utrecht,10m3,webshop,1
2024-03-16,Saturday,Renkum,10m3,Bedrijf_1,1
2024-03-16,Saturday,Endepoel,6m3,Bedrijf_1,1
2024-03-16,Saturday,Veenendaal,6m3,Bedrijf_2,1
2024-03-16,Saturday,Hoog Soeren,10m3,Bedrijf_2,1
2024-03-16,Saturday,Ede,6m3,webshop,1
2024-03-16,Saturday,Veenendaal,3m3,Bedrijf_2,1
2024-03-16,Saturday,De Poffert,3m3,Bedrijf_2,1
2024-03-16,Saturday,Kerkwijk,3m3,webshop,1
2024-03-16,Saturday,Veenendaal,3m3,Bedrijf_2,1
2024-03-16,Saturday,Renkum,3m3,Bedrijf_2,1
2024-03-16,Saturday,Appel,3m3,Bedrijf_2,1
2024-03-16,Saturday,Renkum,6m3,Bedrijf_1,1
2024-03-16,Saturday,Offingawier / Offenwier,3m3,Bedrijf_1,1
2024-03-16,Saturday,Toornwerd,10m3,Bedrijf_1,1
2024-03-16,Saturday,Klein-Azewijn,3m3,Bedrijf_2,1
2024-03-16,Saturday,Steensel,3m3,Bedrijf_1,1
2024-03-16,Saturday,Veenendaal,6m3,Bedrijf_2,1
2024-03-16,Saturday,Bredelaar,10m3,Bedrijf_1,1
2024-03-16,Saturday,Staverden,10m3,webshop,1
2024-03-16,Saturday,Renkum,10m3,Bedrijf_1,1
2024-03-16,Saturday,Hal,6m3,Bedrijf_2,1
2024-03-16,Saturday,Halle-Nijman,3m3,webshop,1
2024-03-16,Saturday,Zenderen,10m3,Bedrijf_2,1
2024-03-16,Saturday,Utrecht,10m3,Bedrijf_1,1
2024-03-16,Saturday,Nieuwerhoek,3m3,Bedrijf_2,1
2024-03-16,Saturday,Wercheren,6m3,Bedrijf_2,1
2024-03-16,Saturday,Veenendaal,3m3,Bedrijf_1,1
2024-03-16,Saturday,Renkum,6m3,Bedrijf_2,1
2024-03-16,Saturday,Veenendaal,3m3,Bedrijf_2,1
2024-03-16,Saturday,Giesbeek,10m3,Bedrijf_2,1
2024-03-16,Saturday,Scherpenering,6m3,webshop,1
2024-03-16,Saturday,Utrecht,10m3,Bedrijf_1,1
2024-03-16,Saturday,t Hazeleger,3m3,Bedrijf_1,1
2024-03-16,Saturday,Tolkamer,6m3,Bedrijf_2,1
2024-03-16,Saturday,Hegge,10m3,Bedrijf_1,1
2024-03-16,Saturday,Mullegen,10m3,Bedrijf_1,1
2024-03-16,Saturday,Doetinchem,10m3,Bedrijf_1,1
2024-03-16,Saturday,Ede,6m3,Bedrijf_1,1
2024-03-16,Saturday,Utrecht,3m3,Bedrijf_1,1
2024-03-16,Saturday,Planketent,10m3,Bedrijf_2,1
2024-03-16,Saturday,Fromberg,10m3,Bedrijf_1,1
2024-03-16,Saturday,Nieuw-Reemst,10m3,Bedrijf_2,1
2024-03-16,Saturday,Renkum,10m3,Bedrijf_2,1
2024-03-16,Saturday,Bruggerhuizen,10m3,webshop,1
2024-03-16,Saturday,Ermelo,6m3,Bedrijf_2,1
2024-03-16,Saturday,Respelhoek,6m3,Bedrijf_2,1
2024-03-16,Saturday,Lintvelde,10m3,webshop,1
2024-03-16,Saturday,Utrecht,3m3,Bedrijf_2,1
2024-03-16,Saturday,Veenendaal,3m3,webshop,1
2024-03-16,Saturday,Zevenaar,6m3,webshop,1
2024-03-16,Saturday,De Nieuwe Hoeven,10m3,webshop,1
2024-03-16,Saturday,Veenendaal,3m3,Bedrijf_1,1
2024-03-16,Saturday,Ede,10m3,Bedrijf_2,1
2024-03-16,Saturday,Leek,6m3,Bedrijf_1,1
2024-03-16,Saturday,Renkum,6m3,Bedrijf_2,1
2024-03-16,Saturday,Weteringbrug,10m3,Bedrijf_2,1
2024-03-16,Saturday,Afferden,6m3,webshop,1
2024-03-16,Saturday,Renkum,6m3,Bedrijf_1,1
2024-03-16,Saturday,Laudermarke,3m3,Bedrijf_2,1
2024-03-16,Saturday,Heerewaarden,10m3,Bedrijf_2,1
2024-03-16,Saturday,Tongeren,10m3,Bedrijf_2,1
2024-03-16,Saturday,Utrecht,6m3,webshop,1
2024-03-16,Saturday,Tusveld,10m3,Bedrijf_1,1
2024-03-16,Saturday,Utrecht,6m3,webshop,1
2024-03-16,Saturday,t Hazeleger,3m3,Bedrijf_2,1
2024-03-16,Saturday,Renkum,6m3,Bedrijf_2,1
2024-03-16,Saturday,Utrecht,6m3,Bedrijf_2,1
2024-03-16,Saturday,Zaltbommel,6m3,Bedrijf_1,1
2024-03-16,Saturday,Everdingen,6m3,Bedrijf_1,1
2024-03-16,Saturday,Ede,10m3,webshop,1
2024-03-18,Monday,Harmelen,6m3,Bedrijf_2,1
2024-03-18,Monday,Zennewijnen,10m3,Bedrijf_2,1
2024-03-18,Monday,Malden,10m3,webshop,1
2024-03-18,Monday,Veenendaal,10m3,Bedrijf_1,1
2024-03-18,Monday,Veenendaal,6m3,Bedrijf_2,1
2024-03-18,Monday,Veenendaal,10m3,Bedrijf_2,1
2024-03-18,Monday,Renkum,3m3,Bedrijf_1,1
2024-03-18,Monday,Mirns / Murns,6m3,Bedrijf_2,1
2024-03-18,Monday,Schoondijke,6m3,Bedrijf_1,1
2024-03-18,Monday,Arum,10m3,Bedrijf_2,1
2024-03-18,Monday,Utrecht,10m3,Bedrijf_1,1
2024-03-18,Monday,Ede,10m3,Bedrijf_2,1
2024-03-18,Monday,Zandfort,6m3,Bedrijf_2,1
2024-03-18,Monday,Garderbroek,6m3,Bedrijf_2,1
2024-03-18,Monday,Hasselterheide,6m3,Bedrijf_1,1
2024-03-18,Monday,Renkum,3m3,Bedrijf_1,1
2024-03-18,Monday,Aalsum,3m3,webshop,1
2024-03-18,Monday,De Haere,10m3,Bedrijf_1,1
2024-03-18,Monday,Hooidonk,10m3,Bedrijf_1,1
2024-03-18,Monday,Warm,10m3,Bedrijf_2,1
2024-03-18,Monday,Veenendaal,6m3,Bedrijf_1,1
2024-03-18,Monday,Renkum,3m3,Bedrijf_1,1
2024-03-18,Monday,Hegge,6m3,Bedrijf_2,1
2024-03-18,Monday,Heensche Molen,6m3,Bedrijf_2,1
2024-03-18,Monday,Veenendaal,6m3,Bedrijf_1,1
2024-03-18,Monday,Noord-Meer,6m3,Bedrijf_2,1
2024-03-18,Monday,Renkum,10m3,Bedrijf_2,1
2024-03-18,Monday,Snelrewaard,3m3,Bedrijf_1,1
2024-03-18,Monday,Veenendaal,10m3,Bedrijf_2,1
2024-03-18,Monday,Veenendaal,3m3,webshop,1
2024-03-18,Monday,De Zilk,10m3,Bedrijf_1,1
2024-03-18,Monday,Veenendaal,10m3,webshop,1
2024-03-18,Monday,Terover,3m3,Bedrijf_1,1
2024-03-18,Monday,Hoornsterzwaag / Hoarnstersweach,10m3,Bedrijf_1,1
2024-03-18,Monday,Heumen,10m3,Bedrijf_1,1
2024-03-18,Monday,Kaard / Kaart,10m3,Bedrijf_1,1
2024-03-18,Monday,Renkum,10m3,Bedrijf_2,1
2024-03-18,Monday,Ede,10m3,Bedrijf_2,1
2024-03-18,Monday,Utrecht,6m3,Bedrijf_1,1
2024-03-18,Monday,Kortrijk,10m3,Bedrijf_2,1
2024-03-18,Monday,De Engel,3m3,Bedrijf_1,1
2024-03-18,Monday,Kootwijkerbroek,3m3,Bedrijf_2,1
2024-03-18,Monday,Renkum,3m3,Bedrijf_1,1
2024-03-18,Monday,Oud-Groevenbeek,6m3,webshop,1
2024-03-18,Monday,De Eng,3m3,Bedrijf_1,1
2024-03-18,Monday,Nieuw-Reemst,10m3,Bedrijf_2,1
2024-03-18,Monday,Renkum,3m3,Bedrijf_1,1
2024-03-18,Monday,Utrecht,6m3,webshop,1
2024-03-18,Monday,Helhoek,10m3,Bedrijf_2,1
2024-03-18,Monday,Utrecht,10m3,webshop,1
2024-03-18,Monday,Eexterveen,6m3,Bedrijf_1,1
2024-03-18,Monday,Ede,6m3,Bedrijf_1,1
2024-03-18,Monday,Utrecht,10m3,webshop,1
2024-03-18,Monday,Ede,6m3,Bedrijf_2,1
2024-03-18,Monday,Altforst,10m3,Bedrijf_1,1
2024-03-18,Monday,Veenendaal,6m3,Bedrijf_2,1
2024-03-18,Monday,Leusden,6m3,Bedrijf_1,1
2024-03-18,Monday,Renkum,3m3,Bedrijf_2,1
2024-03-18,Monday,Wormerveer,6m3,webshop,1
2024-03-18,Monday,Renkum,6m3,Bedrijf_2,1
2024-03-18,Monday,Prinsenkamp,10m3,webshop,1
2024-03-18,Monday,Raayen,3m3,Bedrijf_1,1
2024-03-18,Monday,Silvolde,10m3,Bedrijf_1,1
2024-03-18,Monday,Olden Eibergen,3m3,Bedrijf_2,1
2024-03-18,Monday,Bosch,6m3,Bedrijf_1,1
2024-03-18,Monday,Nijkerkerveen,6m3,Bedrijf_2,1
2024-03-18,Monday,Hoonte,10m3,Bedrijf_1,1
2024-03-18,Monday,Erlecom,6m3,webshop,1
2024-03-18,Monday,Veenendaal,10m3,Bedrijf_1,1
2024-03-18,Monday,Veenendaal,10m3,Bedrijf_1,1
2024-03-18,Monday,Reek,6m3,Bedrijf_1,1
2024-03-18,Monday,Ede,3m3,Bedrijf_1,1
2024-03-18,Monday,(De) Wippert (?),6m3,Bedrijf_2,1
2024-03-18,Monday,Ede,10m3,Bedrijf_2,1
2024-03-18,Monday,Bouchauterhaven,10m3,Bedrijf_1,1
2024-03-18,Monday,Epe,6m3,webshop,1
2024-03-18,Monday,Utrecht,6m3,webshop,1
2024-03-18,Monday,Scherpenering,3m3,Bedrijf_2,1
2024-03-19,Tuesday,Lunteren,3m3,Bedrijf_1,1
2024-03-19,Tuesday,Veenendaal,10m3,Bedrijf_2,1
2024-03-19,Tuesday,Middelie,10m3,Bedrijf_1,1
2024-03-19,Tuesday,Oensel,3m3,Bedrijf_1,1
2024-03-19,Tuesday,Wesch,10m3,webshop,1
2024-03-19,Tuesday,Vaareind,3m3,Bedrijf_2,1
2024-03-19,Tuesday,De Heurne,6m3,Bedrijf_2,1
2024-03-19,Tuesday,Duinen,3m3,Bedrijf_2,1
2024-03-19,Tuesday,Darthuizen,6m3,Bedrijf_1,1
2024-03-19,Tuesday,Utrecht,10m3,webshop,1
2024-03-19,Tuesday,Renkum,6m3,Bedrijf_2,1
2024-03-19,Tuesday,Utrecht,10m3,Bedrijf_1,1
2024-03-19,Tuesday,Utrecht,3m3,webshop,1
2024-03-19,Tuesday,Eldrik,10m3,Bedrijf_1,1
2024-03-19,Tuesday,Renkum,3m3,Bedrijf_1,1
2024-03-19,Tuesday,Klein Baal,3m3,Bedrijf_1,1
2024-03-19,Tuesday,Zwartewaal,6m3,webshop,1
2024-03-19,Tuesday,Peelsehuis / Peelse Huis (?),10m3,Bedrijf_2,1
2024-03-19,Tuesday,Utrecht,3m3,webshop,1
2024-03-19,Tuesday,Utrecht,3m3,webshop,1
2024-03-19,Tuesday,Ede,6m3,webshop,1
2024-03-19,Tuesday,t Hof (?),10m3,Bedrijf_2,1
2024-03-19,Tuesday,Vorden,3m3,Bedrijf_2,1
2024-03-19,Tuesday,Veenendaal,3m3,webshop,1
2024-03-19,Tuesday,Hoevestein,10m3,webshop,1
2024-03-19,Tuesday,Maaidijk,10m3,Bedrijf_2,1
2024-03-19,Tuesday,Veenendaal,6m3,webshop,1
2024-03-19,Tuesday,Ede,6m3,Bedrijf_2,1
2024-03-19,Tuesday,Meerkerk,10m3,webshop,1
2024-03-19,Tuesday,Oevereind,10m3,Bedrijf_2,1
2024-03-19,Tuesday,Ede,3m3,Bedrijf_1,1
2024-03-19,Tuesday,Moordhuizen,3m3,Bedrijf_2,1
2024-03-19,Tuesday,Renkum,10m3,Bedrijf_2,1
2024-03-19,Tuesday,Soesterberg,6m3,webshop,1
2024-03-19,Tuesday,Kerk Avezaath,6m3,Bedrijf_1,1
2024-03-19,Tuesday,Veenendaal,6m3,Bedrijf_2,1
2024-03-19,Tuesday,Heiderschoor,10m3,Bedrijf_1,1
2024-03-19,Tuesday,Utrecht,10m3,Bedrijf_1,1
2024-03-19,Tuesday,Renkum,10m3,Bedrijf_2,1
2024-03-19,Tuesday,Spankeren,6m3,Bedrijf_1,1
2024-03-19,Tuesday,Beneden-Haastrecht,10m3,Bedrijf_1,1
2024-03-19,Tuesday,Ede,3m3,Bedrijf_2,1
2024-03-19,Tuesday,Utrecht,3m3,webshop,1
2024-03-19,Tuesday,Heteren,10m3,Bedrijf_1,1
2024-03-19,Tuesday,Ede,6m3,Bedrijf_1,1
2024-03-19,Tuesday,Bolnes,3m3,webshop,1
2024-03-19,Tuesday,Eefsele,6m3,Bedrijf_1,1
2024-03-19,Tuesday,Wouwse Hil,10m3,Bedrijf_1,1
2024-03-19,Tuesday,Renkum,3m3,webshop,1
2024-03-19,Tuesday,Aerdenhout,3m3,Bedrijf_2,1
2024-03-19,Tuesday,Meerven,10m3,webshop,1
2024-03-19,Tuesday,Renkum,10m3,Bedrijf_1,1
2024-03-19,Tuesday,Veenendaal,3m3,Bedrijf_2,1
2024-03-19,Tuesday,Jonas,10m3,webshop,1
2024-03-19,Tuesday,Irnsum / Jirnsum,6m3,webshop,1
2024-03-19,Tuesday,Vinkeveen,10m3,Bedrijf_1,1
2024-03-19,Tuesday,Utrecht,10m3,Bedrijf_1,1
2024-03-19,Tuesday,Bergharen,3m3,Bedrijf_2,1
2024-03-19,Tuesday,Boelenslaan / Boelensloane,10m3,webshop,1
2024-03-19,Tuesday,Renkum,3m3,Bedrijf_2,1
2024-03-19,Tuesday,Driesprong,6m3,Bedrijf_1,1
2024-03-19,Tuesday,Ede,3m3,Bedrijf_1,1
2024-03-19,Tuesday,Utrecht,3m3,Bedrijf_1,1
2024-03-19,Tuesday,Utrecht,3m3,webshop,1
2024-03-19,Tuesday,Laag-Keppel,6m3,Bedrijf_1,1
2024-03-19,Tuesday,Utrecht,6m3,Bedrijf_1,1
2024-03-19,Tuesday,Saaxumhuizen,6m3,Bedrijf_1,1
2024-03-19,Tuesday,Osen,10m3,Bedrijf_2,1
2024-03-19,Tuesday,Renkum,10m3,Bedrijf_1,1
2024-03-19,Tuesday,Ede,10m3,Bedrijf_2,1
2024-03-20,Wednesday,Vechten,3m3,Bedrijf_1,1
2024-03-20,Wednesday,Renkum,3m3,webshop,1
2024-03-20,Wednesday,De Stuw,3m3,Bedrijf_2,1
2024-03-20,Wednesday,Utrecht,6m3,Bedrijf_1,1
2024-03-20,Wednesday,Westervoort,3m3,Bedrijf_2,1
